N,P,K,temperature,humidity,ph,rainfall,season,location,label
123.24,12.92,46.81,24.31,78.42,6.63,38.56,Zaid,Andhra Pradesh,watermelon
84.3,31.15,51.37,30.68,88.95,6.56,15.0,Zaid,Andhra Pradesh,muskmelon
50.98,70.1,5.3,27.41,70.57,6.79,94.3,Kharif,Tamil Nadu,blackgram
88.85,70.67,44.19,29.07,59.5,6.67,56.1,Kharif,Andhra Pradesh,okra
21.17,12.1,51.99,18.96,86.4,6.52,91.28,Annual,Karnataka,pomegranate
83.54,40.98,74.37,22.19,63.25,6.63,59.17,Rabi,Punjab,onion
90.87,26.2,46.15,15.68,45.72,5.88,43.69,Rabi,Karnataka,onion
17.83,9.11,44.67,28.27,90.67,5.81,203.26,Annual,Tamil Nadu,coconut
25.04,38.84,41.72,33.12,59.42,5.46,75.13,Kharif,Tamil Nadu,groundnut
105.09,41.34,61.08,23.8,49.26,6.43,43.48,Kharif,Punjab,tomato
27.1,21.72,65.57,20.05,86.87,5.22,254.1,Annual,Maharashtra,cardamom
75.36,35.89,45.59,24.34,85.24,6.19,258.07,Kharif,Tamil Nadu,rice
71.59,53.8,54.48,27.68,67.98,6.65,37.24,Zaid,Maharashtra,cucumber
76.46,56.67,40.34,26.83,46.18,6.76,73.6,Zaid,Andhra Pradesh,sunflower
70.8,71.7,73.46,17.54,50.77,6.23,32.03,Rabi,Punjab,carrot
15.11,21.78,37.73,32.16,29.97,5.62,97.51,Annual,Andhra Pradesh,mango
116.7,30.96,62.36,30.25,91.9,7.09,49.39,Zaid,Karnataka,watermelon
43.52,70.66,63.97,23.75,14.99,7.73,58.72,Rabi,Maharashtra,chickpea
66.47,39.55,25.82,23.82,36.0,6.11,27.62,Rabi,Punjab,mustard
141.92,51.7,97.01,23.9,72.5,6.45,201.63,Annual,Uttar Pradesh,sugarcane
36.31,31.98,78.68,21.89,86.58,5.79,226.55,Annual,Karnataka,cardamom
19.71,16.11,44.03,28.7,68.32,7.21,117.57,Annual,Uttar Pradesh,guava
89.58,34.8,32.35,26.0,62.89,6.43,45.71,Zaid,Maharashtra,cucumber
82.97,42.86,57.62,17.76,57.66,6.17,39.11,Rabi,Andhra Pradesh,garlic
119.41,75.5,42.05,29.02,65.73,6.33,75.43,Kharif,Andhra Pradesh,tomato
78.45,61.12,58.93,22.34,78.1,6.15,55.25,Zaid,West Bengal,cucumber
57.97,58.14,108.61,28.0,78.81,5.86,177.22,Kharif,Kerala,ginger
13.36,20.28,67.67,23.76,80.59,6.41,246.86,Annual,Tamil Nadu,blackpepper
116.31,74.7,116.67,19.94,66.79,5.36,71.15,Rabi,Punjab,potato
56.96,36.21,33.23,25.72,57.86,6.51,77.32,Kharif,Tamil Nadu,fingermillet
110.8,54.89,71.88,24.85,65.67,6.11,88.55,Kharif,Karnataka,brinjal
43.68,65.62,30.75,26.53,48.61,7.51,61.94,Kharif,Punjab,blackgram
142.55,55.15,25.6,22.64,75.51,7.09,104.87,Kharif,Tamil Nadu,cotton
72.13,69.76,38.94,24.32,67.19,6.38,50.44,Zaid,Maharashtra,cucumber
88.08,79.1,72.45,26.81,74.28,6.27,93.2,Annual,Maharashtra,banana
67.46,47.42,97.74,25.97,80.67,6.53,185.3,Kharif,Kerala,ginger
15.43,6.05,18.7,22.38,67.25,6.46,79.49,Annual,Madhya Pradesh,guava
17.64,129.4,197.37,29.21,80.6,6.74,63.51,Annual,Telangana,grapes
32.41,29.5,66.29,19.45,75.08,5.47,233.82,Annual,Kerala,blackpepper
121.35,70.18,119.63,16.81,67.24,5.28,59.59,Rabi,Kerala,potato
21.56,24.97,25.83,32.26,61.18,5.65,124.53,Annual,Maharashtra,mango
102.14,16.68,57.62,31.78,97.3,6.97,17.43,Zaid,Punjab,muskmelon
79.23,39.23,52.23,38.27,63.39,6.96,31.22,Kharif,Uttar Pradesh,okra
12.87,11.57,52.23,26.46,54.13,6.08,59.5,Annual,Karnataka,guava
100.71,46.92,45.32,27.38,55.99,6.47,90.08,Kharif,Andhra Pradesh,brinjal
50.68,37.89,34.62,22.54,50.24,6.23,67.77,Kharif,Andhra Pradesh,fingermillet
34.93,57.87,40.78,21.93,66.58,5.92,84.09,Kharif,Tamil Nadu,soybean
83.97,24.66,54.13,20.82,58.09,6.46,51.77,Rabi,Uttar Pradesh,garlic
38.66,57.7,70.68,30.69,15.42,6.57,61.04,Rabi,Madhya Pradesh,chickpea
37.45,37.25,47.33,16.1,50.73,6.24,65.84,Rabi,Tamil Nadu,peas
81.79,47.1,42.93,18.63,68.05,6.3,48.84,Rabi,Uttar Pradesh,spinach
87.48,53.39,15.62,26.91,77.84,7.08,77.49,Kharif,Telangana,cotton
59.03,48.33,66.37,9.23,50.12,6.43,55.73,Rabi,Uttar Pradesh,carrot
60.87,59.75,38.52,24.63,55.66,7.55,63.36,Zaid,Maharashtra,sunflower
103.65,72.06,69.49,33.2,80.82,6.94,88.0,Annual,Karnataka,banana
19.66,59.02,33.8,13.07,46.19,5.76,67.98,Rabi,Uttar Pradesh,peas
111.54,27.44,40.29,26.27,89.65,6.35,21.44,Zaid,Andhra Pradesh,muskmelon
48.6,52.86,30.62,26.65,61.54,6.61,57.09,Zaid,Maharashtra,sunflower
61.16,45.73,61.09,13.51,48.93,6.62,58.32,Rabi,Madhya Pradesh,garlic
15.65,127.06,192.16,19.24,72.74,5.83,66.04,Annual,Karnataka,grapes
80.6,53.95,43.31,31.26,72.28,6.56,66.62,Zaid,Maharashtra,cucumber
23.45,24.39,36.62,21.53,91.1,5.73,84.37,Annual,Karnataka,pomegranate
14.32,4.37,36.86,19.55,84.7,6.79,130.54,Annual,Karnataka,pomegranate
25.21,30.58,28.7,27.69,64.59,6.7,47.96,Kharif,Andhra Pradesh,mothbeans
22.64,46.17,23.99,25.52,50.21,6.56,39.49,Rabi,Madhya Pradesh,fenugreek
53.76,45.98,112.85,27.56,82.75,6.09,95.18,Kharif,Telangana,turmeric
76.9,33.55,61.82,17.28,67.73,6.61,51.57,Rabi,Maharashtra,onion
20.7,16.39,29.34,22.67,82.46,6.9,109.77,Annual,Uttar Pradesh,guava
18.7,44.49,63.04,33.19,57.63,6.71,75.82,Kharif,Andhra Pradesh,groundnut
95.58,68.48,72.71,30.48,55.62,6.18,80.64,Kharif,Madhya Pradesh,brinjal
40.37,23.79,62.29,24.73,81.06,5.49,231.95,Annual,Punjab,blackpepper
12.88,11.48,35.63,28.6,94.97,5.85,168.71,Annual,Kerala,coconut
64.8,60.41,96.51,28.23,82.39,5.12,132.3,Kharif,Andhra Pradesh,turmeric
98.73,46.58,54.13,19.16,55.97,6.64,94.08,Rabi,Uttar Pradesh,wheat
18.72,42.93,29.37,24.41,82.11,6.25,71.64,Kharif,West Bengal,mungbean
34.15,60.55,69.14,19.32,28.05,6.67,51.61,Rabi,Madhya Pradesh,chickpea
20.84,16.96,26.03,28.01,95.51,6.23,190.99,Annual,Andhra Pradesh,coconut
95.48,43.55,44.24,16.22,61.16,6.06,40.6,Rabi,Uttar Pradesh,spinach
24.78,49.08,14.67,15.84,46.45,7.04,33.72,Rabi,Madhya Pradesh,fenugreek
25.78,60.66,44.02,13.93,56.36,7.04,60.21,Rabi,Madhya Pradesh,peas
113.73,102.55,111.04,15.84,74.95,5.21,44.02,Rabi,Punjab,potato
57.5,46.89,51.76,37.66,91.1,7.44,149.09,Annual,Andhra Pradesh,papaya
93.57,43.45,31.79,14.58,52.25,6.71,90.0,Rabi,Uttar Pradesh,wheat
27.64,40.58,48.78,26.08,64.73,6.77,50.28,Kharif,Andhra Pradesh,groundnut
83.23,29.75,27.26,19.19,60.71,5.81,89.11,Kharif,Madhya Pradesh,maize
49.32,51.61,69.97,35.68,89.9,6.23,151.95,Annual,Tamil Nadu,papaya
19.61,22.39,17.74,30.8,63.86,5.27,92.45,Annual,Andhra Pradesh,mango
88.46,48.75,78.04,20.84,74.0,5.71,54.67,Kharif,Karnataka,brinjal
36.34,72.64,11.83,28.47,61.91,7.05,54.86,Kharif,Maharashtra,blackgram
23.05,66.02,27.51,28.25,60.92,6.69,129.06,Kharif,Madhya Pradesh,soybean
30.56,53.25,25.56,26.65,57.85,6.9,84.89,Kharif,Punjab,blackgram
45.08,16.72,51.91,22.75,85.02,5.62,224.31,Annual,Kerala,cardamom
56.19,33.94,28.3,32.54,36.99,6.48,60.84,Kharif,Maharashtra,pearlmillet
112.57,16.38,44.33,32.75,87.71,6.02,15.0,Zaid,Andhra Pradesh,muskmelon
129.16,54.2,36.86,17.43,50.64,6.47,69.91,Rabi,West Bengal,wheat
86.08,34.95,51.24,24.62,90.97,4.62,222.03,Annual,Kerala,tea
147.65,62.86,30.97,13.68,58.24,6.13,118.05,Rabi,Punjab,wheat
29.18,10.96,42.12,19.24,86.31,7.06,142.12,Annual,Karnataka,pomegranate
35.8,120.41,186.45,25.34,78.87,5.43,108.17,Annual,Maharashtra,grapes
149.79,59.56,132.04,29.66,69.58,6.46,160.96,Annual,Uttar Pradesh,sugarcane
31.52,28.68,16.37,30.68,54.13,5.59,108.15,Annual,Karnataka,mango
78.85,24.49,48.15,22.87,71.08,6.13,38.83,Rabi,Andhra Pradesh,onion
145.68,40.98,105.93,28.63,67.91,5.87,151.65,Annual,Uttar Pradesh,sugarcane
21.91,26.92,25.68,26.59,83.38,6.64,76.06,Annual,Uttar Pradesh,guava
99.3,39.94,72.5,24.1,86.76,4.6,229.59,Annual,Telangana,tea
83.67,73.2,24.77,15.64,47.21,6.3,55.68,Rabi,West Bengal,spinach
62.92,20.52,41.16,26.29,63.78,6.45,86.89,Kharif,Karnataka,sorghum
22.03,48.41,45.74,11.52,50.24,7.18,60.0,Rabi,Madhya Pradesh,peas
84.53,33.52,54.99,18.83,57.62,7.17,53.76,Rabi,Maharashtra,onion
133.09,74.43,81.8,13.23,73.65,5.11,72.25,Rabi,West Bengal,cauliflower
67.71,30.35,49.77,19.9,60.8,6.0,37.88,Zaid,Madhya Pradesh,sunflower
59.09,49.43,23.94,21.52,50.34,5.73,83.63,Kharif,Uttar Pradesh,maize
94.57,34.6,47.5,27.82,72.24,5.68,235.11,Kharif,Maharashtra,rice
19.46,31.84,18.87,22.13,87.09,5.22,97.79,Annual,Karnataka,pomegranate
101.34,63.81,18.7,14.47,56.59,6.0,100.98,Rabi,Punjab,wheat
92.85,19.85,46.91,27.55,66.76,6.88,120.6,Annual,Tamil Nadu,coffee
21.68,29.01,6.49,26.31,42.43,6.35,40.95,Rabi,Andhra Pradesh,coriander
70.88,44.54,63.71,31.9,97.08,6.57,155.32,Annual,Karnataka,papaya
26.7,44.58,11.63,22.95,61.32,6.53,54.96,Kharif,Karnataka,mothbeans
90.33,61.02,37.61,21.93,82.9,6.29,284.37,Kharif,Tamil Nadu,rice
116.08,73.54,65.42,16.57,65.27,6.87,49.23,Rabi,Punjab,cauliflower
118.02,30.83,45.17,32.46,90.96,6.81,32.09,Zaid,Punjab,muskmelon
13.54,22.24,60.3,23.46,94.49,6.21,107.09,Annual,Maharashtra,pomegranate
18.07,142.02,174.13,23.52,79.63,6.58,67.65,Annual,Telangana,grapes
84.77,40.38,48.58,24.43,75.62,5.75,193.22,Kharif,Punjab,rice
38.83,63.15,35.74,23.88,56.81,6.51,43.87,Zaid,Karnataka,sunflower
109.5,22.77,56.27,30.7,95.15,5.99,33.32,Zaid,Punjab,muskmelon
22.8,48.66,31.05,31.63,90.79,6.93,44.76,Kharif,Andhra Pradesh,mungbean
108.13,76.51,119.27,16.46,74.88,5.87,34.02,Rabi,Punjab,potato
46.07,24.66,24.54,28.4,45.85,6.77,41.65,Kharif,Uttar Pradesh,pearlmillet
119.68,74.4,49.89,15.61,65.92,6.63,78.4,Rabi,Punjab,wheat
134.52,66.86,38.89,20.13,63.89,6.74,79.05,Rabi,Madhya Pradesh,wheat
81.87,73.9,72.34,22.71,75.57,6.32,51.25,Rabi,Telangana,cauliflower
40.65,71.87,57.88,17.29,10.56,6.35,77.34,Rabi,Maharashtra,chickpea
99.3,48.4,43.16,26.23,85.08,5.36,215.42,Kharif,West Bengal,rice
99.5,21.12,48.25,32.19,95.09,6.43,36.45,Zaid,Andhra Pradesh,muskmelon
41.06,42.09,60.27,26.55,97.97,6.74,109.33,Annual,Tamil Nadu,papaya
32.64,62.19,13.83,25.35,58.46,6.53,63.7,Kharif,Maharashtra,blackgram
93.63,14.23,46.35,28.73,80.36,6.61,48.97,Zaid,Uttar Pradesh,watermelon
33.85,10.15,44.27,21.32,94.37,6.55,96.37,Annual,Maharashtra,pomegranate
23.5,29.56,13.09,35.82,42.48,6.6,55.34,Kharif,Karnataka,sesame
13.94,51.45,20.82,14.78,61.29,6.45,61.11,Rabi,Madhya Pradesh,lentil
24.25,53.18,19.16,20.97,27.97,6.17,127.41,Kharif,Karnataka,pigeonpeas
19.23,20.36,37.89,13.03,85.45,6.34,112.29,Annual,Maharashtra,pomegranate
30.51,27.49,37.42,26.44,45.85,6.29,68.01,Kharif,Tamil Nadu,sesame
96.26,50.99,33.29,27.59,74.49,6.77,79.39,Kharif,Karnataka,cotton
65.05,58.04,92.29,25.67,84.53,5.99,176.6,Kharif,Tamil Nadu,turmeric
75.85,55.19,51.78,14.02,61.57,6.3,20.92,Rabi,Madhya Pradesh,garlic
100.94,26.83,44.5,27.89,72.78,6.34,48.52,Zaid,Uttar Pradesh,watermelon
86.72,45.79,18.53,17.02,53.53,6.12,43.16,Rabi,West Bengal,spinach
14.69,10.12,22.49,19.61,93.49,6.5,136.21,Annual,Punjab,pomegranate
73.4,44.69,45.05,15.3,45.69,6.47,45.59,Rabi,Madhya Pradesh,garlic
55.42,59.23,55.6,32.14,99.45,6.43,212.29,Annual,Tamil Nadu,papaya
0.0,48.78,23.45,29.43,47.75,7.54,43.1,Kharif,Maharashtra,mothbeans
80.61,45.15,38.55,29.5,67.77,6.11,82.78,Kharif,Maharashtra,sorghum
65.4,46.85,33.11,31.3,44.15,6.37,74.42,Kharif,Karnataka,sorghum
25.29,38.43,47.64,31.99,40.18,6.59,74.64,Annual,Uttar Pradesh,mango
27.88,125.78,199.13,15.29,82.88,6.04,53.49,Annual,Karnataka,grapes
41.62,36.07,26.81,27.75,51.16,5.87,45.32,Kharif,Telangana,sesame
85.83,22.4,26.01,24.51,82.1,5.55,82.43,Kharif,Karnataka,maize
17.37,20.42,49.18,27.58,81.47,5.84,242.68,Annual,Karnataka,cardamom
136.08,55.64,135.87,28.79,81.13,6.45,150.02,Annual,Maharashtra,sugarcane
45.46,52.56,86.13,14.42,13.25,7.84,82.14,Rabi,Madhya Pradesh,chickpea
86.96,26.64,53.09,20.12,91.28,4.85,254.31,Annual,Kerala,tea
60.52,35.92,28.46,26.39,53.96,6.42,55.4,Kharif,Karnataka,sorghum
76.34,50.27,53.53,20.53,57.13,6.47,46.99,Rabi,Madhya Pradesh,onion
48.53,73.63,87.48,21.39,15.6,8.26,56.86,Rabi,Uttar Pradesh,chickpea
49.21,35.69,5.73,29.21,55.02,6.05,48.76,Rabi,Karnataka,coriander
54.78,54.24,65.98,33.85,84.07,6.29,128.12,Annual,Karnataka,papaya
124.73,8.25,42.0,23.12,82.95,6.49,64.38,Zaid,Tamil Nadu,watermelon
80.61,24.27,55.46,27.43,58.46,6.35,58.0,Zaid,Maharashtra,cucumber
87.0,61.74,59.02,21.02,63.95,6.48,38.67,Kharif,Uttar Pradesh,okra
34.59,62.91,35.85,29.75,71.95,7.37,74.1,Kharif,Maharashtra,blackgram
71.27,57.78,35.66,32.36,66.08,6.07,70.16,Kharif,Telangana,okra
19.91,54.9,44.0,18.71,61.49,6.89,52.29,Rabi,Uttar Pradesh,peas
104.45,20.05,51.38,25.72,88.6,6.36,23.74,Zaid,Karnataka,muskmelon
19.93,134.88,165.32,17.45,90.46,5.56,107.36,Rabi,Tamil Nadu,apple
119.42,65.68,57.15,23.03,79.84,6.0,57.37,Rabi,West Bengal,cabbage
150.0,57.97,121.44,30.25,62.29,6.36,167.07,Annual,Maharashtra,sugarcane
36.95,72.25,38.43,25.77,63.8,6.74,56.95,Kharif,Madhya Pradesh,blackgram
79.0,52.05,52.93,30.35,81.63,6.44,145.11,Kharif,West Bengal,jute
23.28,65.89,42.06,27.77,69.08,6.48,65.53,Kharif,Karnataka,groundnut
18.12,65.13,26.36,33.59,53.85,6.2,144.0,Kharif,Maharashtra,pigeonpeas
28.91,48.93,48.38,20.71,66.67,6.09,70.79,Kharif,Karnataka,groundnut
36.56,61.85,54.04,26.99,64.81,6.68,112.54,Kharif,Maharashtra,soybean
17.92,81.52,11.96,16.48,75.02,6.94,55.05,Rabi,West Bengal,lentil
23.8,23.12,0.0,21.45,87.74,6.62,124.53,Annual,Madhya Pradesh,orange
82.79,37.95,48.86,21.06,54.55,5.7,52.67,Rabi,West Bengal,spinach
25.68,31.63,20.89,21.4,46.94,6.72,26.17,Rabi,Madhya Pradesh,fenugreek
101.79,57.85,73.44,24.39,59.36,5.73,60.55,Kharif,Andhra Pradesh,brinjal
56.08,33.56,42.17,22.45,52.97,6.55,54.26,Kharif,Andhra Pradesh,fingermillet
14.06,26.86,15.87,22.82,95.08,5.94,108.38,Annual,Madhya Pradesh,orange
26.78,32.68,49.2,28.1,54.46,5.36,105.25,Annual,Andhra Pradesh,mango
29.94,28.01,11.78,13.67,51.0,7.26,38.9,Rabi,Madhya Pradesh,fenugreek
39.39,62.63,24.64,29.06,69.65,6.48,69.84,Kharif,West Bengal,blackgram
22.35,23.64,65.77,22.42,84.11,5.98,280.37,Annual,Karnataka,cardamom
31.66,58.23,13.38,15.47,43.52,6.97,30.9,Rabi,Tamil Nadu,fenugreek
64.08,53.71,125.01,26.87,80.98,6.04,100.85,Kharif,Telangana,turmeric
36.6,37.33,66.5,26.55,77.43,5.66,197.22,Annual,Uttar Pradesh,blackpepper
96.29,53.35,81.03,23.93,74.23,6.67,87.09,Kharif,West Bengal,brinjal
31.21,73.79,52.63,36.35,94.29,7.66,137.25,Annual,Tamil Nadu,papaya
16.26,24.9,37.46,23.9,77.8,6.92,84.62,Annual,Kerala,guava
150.0,57.37,104.76,27.44,69.29,6.03,175.27,Annual,Maharashtra,sugarcane
102.23,29.87,24.62,23.47,45.7,6.9,172.06,Annual,Andhra Pradesh,coffee
22.13,56.81,16.37,18.37,31.54,6.92,26.57,Rabi,Uttar Pradesh,fenugreek
11.23,111.92,193.68,19.72,90.54,6.22,111.32,Rabi,Madhya Pradesh,apple
109.75,59.93,73.82,20.0,70.9,6.62,41.76,Rabi,Uttar Pradesh,cauliflower
31.0,45.6,4.93,18.99,77.35,6.69,49.01,Kharif,Andhra Pradesh,mungbean
23.29,13.23,53.64,20.99,86.58,6.29,129.64,Annual,Maharashtra,pomegranate
58.47,26.16,22.15,22.99,58.42,6.12,108.32,Kharif,Karnataka,fingermillet
46.26,66.22,53.19,31.08,97.03,6.98,134.14,Annual,Andhra Pradesh,papaya
29.72,19.05,21.45,23.69,56.75,6.7,79.3,Annual,Kerala,guava
86.87,14.15,64.73,17.89,88.33,5.41,217.89,Annual,West Bengal,tea
45.25,47.38,38.47,25.67,70.01,7.53,86.53,Kharif,Maharashtra,soybean
100.2,75.65,63.73,27.68,77.69,5.85,135.49,Annual,Karnataka,banana
90.77,27.17,68.89,22.86,77.11,5.44,249.01,Annual,Karnataka,tea
97.67,21.84,57.19,24.81,86.37,6.51,53.04,Zaid,Uttar Pradesh,watermelon
86.3,50.83,26.89,15.74,61.3,6.59,48.51,Rabi,Punjab,mustard
18.76,125.96,210.0,21.94,92.86,5.99,91.44,Rabi,Telangana,apple
109.36,80.86,128.04,14.0,59.43,5.24,57.12,Rabi,Uttar Pradesh,potato
4.01,20.44,6.22,18.77,95.54,6.34,84.73,Annual,Telangana,orange
150.0,49.2,134.59,28.64,81.02,5.53,106.05,Annual,Telangana,sugarcane
19.55,140.75,182.77,23.69,89.12,5.63,129.7,Rabi,Telangana,apple
23.92,19.4,2.09,25.05,87.03,6.09,114.59,Annual,Maharashtra,orange
35.42,28.86,22.31,23.54,50.42,6.1,51.34,Rabi,Madhya Pradesh,fenugreek
60.61,50.6,56.63,27.45,53.67,6.04,63.23,Kharif,Uttar Pradesh,okra
119.92,77.43,84.48,20.11,67.94,6.43,34.95,Rabi,Uttar Pradesh,cauliflower
92.12,42.38,35.66,21.64,61.27,6.68,49.88,Rabi,Uttar Pradesh,mustard
92.09,14.52,46.18,24.43,92.66,6.16,31.71,Zaid,Uttar Pradesh,muskmelon
74.47,60.34,35.62,18.75,57.66,6.48,34.81,Rabi,Madhya Pradesh,mustard
74.53,41.27,19.49,26.93,56.23,5.56,90.61,Kharif,Karnataka,maize
32.65,12.84,14.22,25.86,54.67,5.73,53.36,Kharif,Madhya Pradesh,sesame
35.24,43.11,28.0,22.62,68.97,6.44,106.24,Kharif,Madhya Pradesh,soybean
27.32,40.44,62.9,23.74,70.61,6.75,62.63,Kharif,Tamil Nadu,groundnut
83.53,48.72,15.51,21.54,53.45,5.57,39.29,Kharif,Andhra Pradesh,maize
88.26,16.23,13.72,24.55,61.44,6.34,104.73,Kharif,Andhra Pradesh,maize
91.54,43.53,55.88,23.13,92.3,6.11,178.92,Kharif,Andhra Pradesh,rice
86.5,48.16,44.27,23.42,52.61,6.39,39.08,Rabi,Tamil Nadu,spinach
13.99,51.55,15.12,25.56,70.06,7.04,30.35,Rabi,Uttar Pradesh,lentil
87.56,58.76,57.5,25.31,62.88,5.48,82.08,Kharif,Karnataka,brinjal
40.73,71.48,51.47,26.55,72.22,6.08,36.54,Kharif,Tamil Nadu,groundnut
93.61,64.5,31.45,36.08,87.39,6.44,88.13,Annual,Karnataka,banana
86.74,29.22,70.57,10.11,72.21,6.84,59.0,Rabi,Telangana,onion
28.36,33.31,17.36,32.65,58.05,5.69,90.07,Annual,Madhya Pradesh,mango
56.82,78.6,68.7,20.81,19.64,6.4,84.39,Rabi,Uttar Pradesh,chickpea
134.57,46.69,125.23,27.57,75.1,6.12,153.8,Annual,Uttar Pradesh,sugarcane
82.67,44.82,53.96,24.48,60.07,6.52,46.73,Rabi,Uttar Pradesh,onion
111.98,70.44,63.37,24.99,57.68,5.32,56.27,Kharif,Madhya Pradesh,tomato
11.87,61.01,50.97,18.93,55.2,7.07,48.57,Rabi,Tamil Nadu,peas
61.12,54.59,54.92,24.73,48.08,7.26,23.11,Zaid,Karnataka,sunflower
13.48,70.34,29.66,20.59,70.99,6.67,41.96,Rabi,Uttar Pradesh,lentil
112.01,10.82,30.79,29.56,88.33,6.53,16.87,Zaid,Andhra Pradesh,muskmelon
37.93,21.58,3.81,31.29,49.04,6.37,60.65,Kharif,Uttar Pradesh,pearlmillet
4.91,141.15,208.96,23.78,88.36,6.3,126.14,Rabi,Uttar Pradesh,apple
4.15,28.18,37.56,18.8,85.49,6.79,79.03,Annual,Maharashtra,pomegranate
126.53,60.57,41.69,17.18,55.55,6.4,90.59,Rabi,Maharashtra,wheat
74.79,65.84,51.37,20.31,69.59,6.1,38.48,Rabi,Andhra Pradesh,spinach
46.27,69.56,68.16,14.01,12.73,7.58,88.8,Rabi,Madhya Pradesh,chickpea
74.83,48.81,37.27,23.92,66.01,6.61,37.55,Zaid,Maharashtra,cucumber
44.28,57.03,43.68,12.42,53.49,5.95,59.46,Rabi,Uttar Pradesh,peas
24.1,65.74,31.88,23.48,47.63,7.01,48.95,Kharif,Uttar Pradesh,mothbeans
60.3,38.45,10.49,21.19,56.81,5.88,118.06,Kharif,Karnataka,maize
33.14,32.6,13.56,20.13,51.95,6.19,40.89,Rabi,Karnataka,coriander
103.38,84.65,47.36,28.11,75.66,6.17,99.85,Annual,Andhra Pradesh,banana
30.97,138.41,210.0,27.48,94.38,6.49,68.67,Annual,Karnataka,grapes
65.23,35.44,8.91,18.36,61.61,5.74,94.45,Kharif,Andhra Pradesh,maize
86.02,37.58,38.38,23.84,69.03,6.06,50.6,Rabi,Maharashtra,onion
27.16,57.15,14.26,18.84,51.07,7.31,30.56,Rabi,West Bengal,lentil
27.01,31.35,60.29,24.71,93.52,5.56,263.59,Annual,Karnataka,cardamom
111.08,69.2,56.7,22.95,80.61,6.22,43.41,Rabi,Telangana,cabbage
90.85,79.52,47.57,28.64,83.96,5.95,126.92,Annual,Tamil Nadu,banana
53.11,58.86,50.06,25.72,50.03,7.22,69.98,Zaid,Tamil Nadu,sunflower
107.86,51.1,53.66,26.71,63.17,7.34,67.77,Kharif,Karnataka,tomato
19.37,72.69,20.25,15.45,14.71,5.42,109.44,Kharif,Karnataka,kidneybeans
107.46,50.02,58.91,23.06,55.79,5.88,61.92,Kharif,Andhra Pradesh,tomato
109.17,46.17,24.37,26.54,81.59,6.36,42.59,Kharif,Telangana,cotton
22.61,21.11,11.9,23.46,95.8,6.42,103.07,Annual,Maharashtra,orange
88.54,109.46,48.69,23.49,75.08,6.36,94.77,Annual,Maharashtra,banana
53.82,37.64,27.87,26.21,60.52,5.67,82.43,Kharif,Karnataka,fingermillet
126.33,62.37,65.07,13.83,66.01,5.78,59.61,Rabi,Uttar Pradesh,cabbage
66.26,44.81,57.33,17.69,64.22,6.43,22.31,Rabi,Punjab,onion
50.29,26.16,26.08,22.13,67.5,6.02,53.0,Kharif,Karnataka,fingermillet
6.13,83.39,30.97,29.4,39.04,6.71,139.45,Kharif,Andhra Pradesh,pigeonpeas
90.91,67.26,65.06,17.09,78.21,6.1,60.02,Rabi,Uttar Pradesh,cabbage
78.43,46.16,44.78,21.78,86.8,7.09,158.89,Kharif,West Bengal,jute
48.12,27.37,24.87,31.73,39.82,6.89,39.49,Kharif,Maharashtra,pearlmillet
19.98,65.18,40.76,16.19,58.95,6.46,38.67,Rabi,Punjab,peas
73.6,44.69,42.61,16.96,36.64,6.39,31.78,Rabi,West Bengal,mustard
60.96,58.62,86.02,24.71,77.65,6.1,147.41,Kharif,West Bengal,turmeric
76.51,32.72,59.15,16.11,63.79,6.86,50.61,Rabi,Maharashtra,onion
86.3,37.21,63.03,19.33,61.86,6.86,59.44,Rabi,Tamil Nadu,onion
63.84,33.5,120.6,26.76,61.75,6.08,138.2,Kharif,Tamil Nadu,turmeric
54.34,66.58,15.48,23.73,76.04,7.06,43.65,Kharif,Tamil Nadu,blackgram
40.24,31.3,27.89,27.7,60.52,6.2,31.38,Kharif,Karnataka,sesame
72.15,43.79,65.39,16.05,62.36,6.69,49.92,Rabi,Madhya Pradesh,garlic
66.72,11.32,43.54,23.15,62.23,6.5,64.54,Kharif,Madhya Pradesh,sorghum
80.32,74.93,65.91,29.52,75.15,5.77,123.73,Annual,Maharashtra,banana
92.91,55.59,12.99,23.09,68.98,6.13,57.07,Kharif,Karnataka,maize
105.51,39.5,50.52,25.07,70.08,6.23,61.12,Kharif,Andhra Pradesh,tomato
119.59,69.24,78.73,15.48,79.07,6.19,38.39,Rabi,Uttar Pradesh,cauliflower
31.74,73.61,81.36,14.98,15.98,7.99,108.53,Rabi,Uttar Pradesh,chickpea
11.34,69.74,34.75,19.18,18.68,6.18,100.21,Kharif,Uttar Pradesh,kidneybeans
63.97,39.18,100.69,14.95,65.59,6.47,48.16,Rabi,Karnataka,carrot
80.36,32.39,42.9,23.32,53.32,6.13,64.74,Rabi,Tamil Nadu,onion
68.61,64.17,38.27,21.98,53.67,6.73,57.03,Zaid,Maharashtra,sunflower
150.0,45.63,22.9,21.86,67.47,6.88,56.92,Kharif,Uttar Pradesh,cotton
91.03,100.03,61.27,24.52,79.24,6.11,95.89,Annual,Karnataka,banana
12.33,81.9,0.0,20.39,18.22,5.59,138.85,Kharif,Madhya Pradesh,kidneybeans
24.31,50.98,10.99,30.57,53.33,6.63,35.27,Kharif,Punjab,sesame
95.25,50.38,27.65,16.17,56.67,7.6,37.17,Rabi,Kerala,mustard
